Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_AbsPositionZ,Metadata_AbsTime,Metadata_BinningX,Metadata_BinningY,Metadata_ChannelID,Metadata_ChannelName,Metadata_Col,Metadata_ExposureTime,Metadata_FieldID,Metadata_ImageResolutionX,Metadata_ImageResolutionY,Metadata_ImageSizeX,Metadata_ImageSizeY,Metadata_MainEmissionWavelength,Metadata_MainExcitationWavelength,Metadata_MaxIntensity,Metadata_ObjectiveMagnification,Metadata_ObjectiveNA,Metadata_PlaneID,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row,Metadata_Batch,Metadata_plate_map_name,Metadata_broad_sample,Metadata_genes,Metadata_pert_type,Metadata_control_type,Metadata_Assay_Plate_Barcode,Metadata_Plate_Map_Name,Metadata_cell_line,Metadata_timepoint,Metadata_experiment_type,Metadata_experiment_condition,Metadata_replicate_id,Metadata_negcon_control_type,Metadata_target_sequence,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_target,Metadata_pert_iname,Metadata_pubchem_cid,Metadata_InChIKey,Metadata_gene,Metadata_negcon_or_other,Metadata_negcon_control_type_trimmed,Metadata_WellCode,Metadata_cachedir,Metadata_montagedir,Metadata_thumbnail_path
BR00116995,A24,1,0.134332001,2020-11-06T09:07:51Z,2,2,5,HOECHST 33342,24,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,1,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K87782578-001-01-4,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,2.1172,5,DMSO,BTK,AVL-292,59174488,KXBDTLQSDKGAEB-UHFFFAOYSA-N,NA,pert,NA,r01c24,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r01c24_montage.png
BR00116995,B01,1,0.134653196,2020-11-06T07:44:36Z,2,2,5,HOECHST 33342,1,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K26439554-001-01-3,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,2.0216,5,DMSO,LPAR1,H2L-5765834,1365686,HFYPTENHTPNXGP-UHFFFAOYSA-N,NA,pert,NA,r02c01,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c01_montage.png
BR00116995,B02,1,0.134649903,2020-11-06T07:45:18Z,2,2,5,HOECHST 33342,2,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K58049875-001-03-9,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,8.3244,5,DMSO,FOXM1,thiostrepton,16154490,NSFFHOGKXHRQEW-AIHSUZKVSA-N,NA,pert,NA,r02c02,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c02_montage.png
BR00116995,B03,1,0.134635806,2020-11-06T07:51:59Z,2,2,5,HOECHST 33342,3,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r02c03,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c03_montage.png
BR00116995,B04,1,0.134617999,2020-11-06T07:52:40Z,2,2,5,HOECHST 33342,4,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K72726508-001-02-1,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,1.6266,5,DMSO,CCND1,arcyriaflavin-a,5327723,KAJXOWFGKYKMMZ-UHFFFAOYSA-N,NA,pert,NA,r02c04,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c04_montage.png
BR00116995,B05,1,0.134600103,2020-11-06T07:59:23Z,2,2,5,HOECHST 33342,5,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K29151923-001-01-5,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,1.727,5,DMSO,S1PR2,CYM-5520,25110470,FMYGNANMYYHBSU-UHFFFAOYSA-N,NA,pert,NA,r02c05,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c05_montage.png
BR00116995,B06,1,0.1345824,2020-11-06T08:00:05Z,2,2,5,HOECHST 33342,6,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K66788707-001-14-3,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,1.4262,5,DMSO,ADA,fludarabine,657237,HBUBKKRHXORPQB-FJFJXFQQSA-N,NA,pert,NA,r02c06,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c06_montage.png
BR00116995,B07,1,0.134565905,2020-11-06T08:06:49Z,2,2,5,HOECHST 33342,7,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K06890060-001-09-1,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,1.6208,5,DMSO,ALDH2,alda-1,831629,NMKJFZCBCIUYHI-UHFFFAOYSA-N,NA,pert,NA,r02c07,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c07_montage.png
BR00116995,B08,1,0.134550706,2020-11-06T08:07:31Z,2,2,5,HOECHST 33342,8,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K50398167-236-22-7,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,1.5957,5,DMSO,KCNQ2,meclofenamic-acid,4037,SBDNJUWAMKYJOX-UHFFFAOYSA-N,NA,pert,NA,r02c08,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c08_montage.png
BR00116995,B09,1,0.134537399,2020-11-06T08:14:18Z,2,2,5,HOECHST 33342,9,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K87632963-001-03-0,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,2.0918,5,DMSO,ABL1,GNF-5,44129660,IIQUYGWWHIHOCF-UHFFFAOYSA-N,NA,pert,NA,r02c09,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c09_montage.png
BR00116995,B10,1,0.134522602,2020-11-06T08:15:01Z,2,2,5,HOECHST 33342,10,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K37602296-001-01-6,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,1.1552,5,DMSO,KCNN4,NS-309,11637204,CVOUSAVHMDXCKG-UHFFFAOYSA-N,NA,pert,NA,r02c10,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c10_montage.png
BR00116995,B11,1,0.134506494,2020-11-06T08:21:48Z,2,2,5,HOECHST 33342,11,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K09143580-001-01-0,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,2.1868,5,DMSO,SIRT2,AK-7,1328033,IYAYHZZWYNXHEQ-UHFFFAOYSA-N,NA,pert,NA,r02c11,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c11_montage.png
BR00116995,B12,1,0.134492904,2020-11-06T08:22:30Z,2,2,5,HOECHST 33342,12,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-A22713669-001-04-3,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,1.2062,5,DMSO,PTPN2,BVT-948,44483339,AJVXVYTVAAWZAP-UHFFFAOYSA-N,NA,pert,NA,r02c12,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c12_montage.png
BR00116995,B13,1,0.134477898,2020-11-06T08:29:19Z,2,2,5,HOECHST 33342,13,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K16472653-001-01-6,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,2.1027,5,DMSO,SIRT2,SirReal-2,1096292,MENNDDDTIIZDDN-UHFFFAOYSA-N,NA,pert,NA,r02c13,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c13_montage.png
BR00116995,B14,1,0.134466603,2020-11-06T08:30:02Z,2,2,5,HOECHST 33342,14,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r02c14,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c14_montage.png
BR00116995,B15,1,0.134454504,2020-11-06T08:36:52Z,2,2,5,HOECHST 33342,15,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K34581968-001-05-3,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,2.3998,5,DMSO,LCK,BMS-536924,NA,ZWVZORIKUNOTCS-OAQYLSRUSA-N,NA,pert,NA,r02c15,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c15_montage.png
BR00116995,B16,1,0.134443,2020-11-06T08:37:35Z,2,2,5,HOECHST 33342,16,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K81801188-001-02-8,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,1.5968,5,DMSO,HCK,PP-121,24905142,NVRXTLZYXZNATH-UHFFFAOYSA-N,NA,pert,NA,r02c16,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c16_montage.png
BR00116995,B17,1,0.134428903,2020-11-06T08:44:30Z,2,2,5,HOECHST 33342,17,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K73276278-305-01-1,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,2.59,5,DMSO,OPRL1,MCOPPB,24800108,CYYNMPPFEJPBJD-OAQYLSRUSA-N,NA,pert,NA,r02c17,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c17_montage.png
BR00116995,B18,1,0.134416506,2020-11-06T08:45:13Z,2,2,5,HOECHST 33342,18,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K53061490-003-13-9,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,1.3235,5,DMSO,TBXAS1,ozagrel,5282440,SHZKQBHERIJWAO-AATRIKPKSA-N,NA,pert,NA,r02c18,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c18_montage.png
BR00116995,B19,1,0.134406105,2020-11-06T08:52:06Z,2,2,5,HOECHST 33342,19,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-A43005764-003-01-5,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,2.2297,5,DMSO,S1PR1,CYM-5442,25110406,NUIKTBLZSPQGCP-UHFFFAOYSA-N,NA,pert,NA,r02c19,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c19_montage.png
BR00116995,B20,1,0.134394497,2020-11-06T08:52:48Z,2,2,5,HOECHST 33342,20,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K60659193-001-01-0,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,2.3274,5,DMSO,ALDH2,CVT-10216,23661666,YYOOFJZTRCPVFD-UHFFFAOYSA-N,NA,pert,NA,r02c20,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c20_montage.png
BR00116995,B21,1,0.134382397,2020-11-06T08:59:43Z,2,2,5,HOECHST 33342,21,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K09787262-001-02-7,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,2.3095,5,DMSO,GRIN2A,TCN201,4787937,FYIBXBFDXNPBSF-UHFFFAOYSA-N,NA,pert,NA,r02c21,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c21_montage.png
BR00116995,B22,1,0.134368807,2020-11-06T09:00:25Z,2,2,5,HOECHST 33342,22,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K56810756-003-07-7,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,0.59283,5,DMSO,ADH1C,fomepizole,3406,RIKMMFOAQPJVMX-UHFFFAOYSA-N,NA,pert,NA,r02c22,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c22_montage.png
BR00116995,B23,1,0.134354398,2020-11-06T09:07:23Z,2,2,5,HOECHST 33342,23,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K87158025-003-08-7,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,1.781,5,DMSO,SCNN1G,benzamil,108107,KXDROGADUISDGY-UHFFFAOYSA-N,NA,pert,NA,r02c23,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c23_montage.png
BR00116995,B24,1,0.134335801,2020-11-06T09:08:05Z,2,2,5,HOECHST 33342,24,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,2,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-A18992208-003-02-7,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,3.2409,5,DMSO,CACNG1,lercanidipine,65866,ZDXUKAKRHYTAKV-UHFFFAOYSA-N,NA,pert,NA,r02c24,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r02c24_montage.png
BR00116995,C13,1,0.134470895,2020-11-06T08:29:05Z,2,2,5,HOECHST 33342,13,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,3,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K90747162-001-01-4,NA,control,poscon_cp,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,2.2972,5,DMSO,FLT3,KG-5,53328059,CMYHZFCJPORPHY-UHFFFAOYSA-N,NA,pert,NA,r03c13,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r03c13_montage.png
BR00116995,C14,1,0.134459704,2020-11-06T08:30:16Z,2,2,5,HOECHST 33342,14,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,3,2020_11_04_CPJUMP1,C-7210-01-CMP-013,BRD-K81405859-300-01-4,NA,trt,NA,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,2.9868,5,DMSO,TNF,JTE-607,9938545,IPSSXIMJJXSJQB-FQEVSTJZSA-N,NA,pert,NA,r03c14,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r03c14_montage.png
BR00116995,C15,1,0.134446904,2020-11-06T08:36:38Z,2,2,5,HOECHST 33342,15,0.01,1,5.979760809567617e-7,5.979760809567617e-7,1080,1080,456,405,65535,20,1,1,-3.22907e-4,3.22907e-4,-2e-6,3,2020_11_04_CPJUMP1,C-7210-01-CMP-013,DMSO,NA,control,negcon,BR00116995,C-7210-01-CMP-013,U2OS,24,Compound,Standard,1,NA,NA,NA,NA,DMSO,NA,DMSO,NA,NA,NA,negcon,NA,r03c15,image_cache,montage,visualize/2020_11_04_CPJUMP1/thumbnail_montage/BR00116995/r03c15_montage.png
